,label,text
15418,1,"You mean on the road shared with the adjacent property they claim as tribal land? Mr. Brown was able to attend ball games. Not exactly held captive was he? Where in Canada is it illegal to defend yourself with a firearm, given sufficient threat? And what did the Indians do to the Brown's to justify using deadly force?"
7783,1,95 killed in rush for free flames in nigerian tanker fire
26273,0,texas provider will offer free abortions for women affected by harvey
10355,0,how to take your dream vacation without a guidebook or expensive cell charges
1074,1,"So it's not safe to go to school because your teacher might kill you if you're late at turning in your homework?   Incidents such as the shooter professor are incredibly rare; you'll find very few school teachers that were convicted of murder during a previous date, and released from prison due to a favor from a politician.   But incidents like the one in the UK, where the aggressor is in less trouble than their intended victim, are far more common and close to the norm for the country. If you're attacked, you're guilty if you fight back and cause either harm or fear to the person attacking you. Even if they assault you with a deadly weapon, you're the guilty party if you manage to cause them any sort of harm."
8774,1,nation horrified to learn about war in afghanistan while reading up on petraeus sex scandal
2687,1,senator trying to make long-distance relationship work with constituency back home
22953,1,4 senators mauled during congressional tiger show
27022,0,bernie sanders says hillary clinton should cut ties with clinton foundation if elected
11990,0,lin-manuel miranda's childhood letters are way too real for people who hated summer camp
25774,0,trump campaign alumni start group focused on voter registration and fraud
16978,0,huffpollster: texas and massachusetts are the states to watch on super tuesday
5077,0,why the electoral college matters
4957,0,OH? What U.S. Code governs that? What does it say?
18103,1,area dad figures he's got at least three more months of screwing around before son gains ability to form long-term memories
4682,1,22-year-old gets job at website
16725,0,pope francis to give historic address to congress
2968,0,stephen curry is way better than his dad at playing horse
23932,0,tracy morgan forgives the truck driver who almost killed him
5159,0,"to understand health care repeal, follow the money"
14299,1,"sure, area man can watch your cat while his life is falling apart"
19660,1,"Well, at least you are more consistent about equality than a lot of people in your movement. 
"
11655,0,immigration officials asking about fourth-grader turned away by nyc school
3175,1,moments leading up to romney's concession most likely hilarious
14153,0,"women in business: catherine courage, senior vice president, customer experience, citrix"
6825,0,why religious freedom advocates should be concerned about sam brownback
25388,1,jealous paul ryan asks legislator with 37% approval rating what his secret is
2648,0,"as ed gillespie's campaign goes, so goes the memory of the civil war"
2983,0,stressed out at work? here's how to find your center with just 3 minutes of breathing
4498,0,rosemary farina - creating a signature for success
21040,1,"sickly, starving rhino not as fun to hunt"
12612,0,the counterintuitive reason you shouldn't say 'sorry'
19768,0,user experience: hygiene or strategic differentiator?
27223,1,"True until proven otherwise eh? Xcaliber and you must get along great.
You have things backward and you are probably being confused by the 'experiment to falsify a theory', that is a tenet of science based on the generalization that untrue theories are easily disproved.
No logician (and by extension no good scientist) would ever hold a lack of disproof as proof.
Oh right theories are never proven, so in fact your definition of theory would go something like this -> 'an idea that is not disproved which we assume is true'.
"
14748,1,thai soccer player still waiting for parents to pick him up
14758,0,police have no idea how laquan mcdonald footage vanished right after they watched it
2578,0,oscar pistorius treated in hospital for wrist injuries: reports
4430,0,"Because we view it as something much more than just a gravy train from the govt., that's why.For you it seems to be about the word, and the govt. saying ""oh, you use THAT term (""marriage""), ok we recognize it."" For us it's about the commitment."
8395,0,this cauliflower crusted grilled cheese deserves a moment in the spotlight
25005,1,pope francis packs swimming vestments just in case there pool at hotel
11261,0,shocking gun ad by georgia gubernatorial candidate brian kemp backfires
24476,1,tour becoming one-on-one between guide and man who knew name of mckinley's assassin
5431,0,fearless veteran celebrates 90th birthday on top of a plane
23555,1,list of names on gchat sidebar like a portal into area man's past lives
18863,1,nation's sound engineers gather to talk about their ponytails
6739,1,"We accept your forfiet. Two more to go! Once they post, this thread will be pretty much closed. I predict Penfold will go first, followed by Jo. emoticonXSmilie"
1533,1,"commas, turning up, everywhere"
23689,0,what not to do during an interview
27688,1,one of those fucking people wins new hampshire primary
16571,1,non-alcoholic beer inventor unveils new non-adhesive glue
4598,0,"I may be a pro-gunner but what doe's that have to do with with gay rights?   Since I'm a pro- gunner I won't force my life style or views on you,if you don't force yours on me.Deal?   After all you seem to be the expert on gay rights."
